id_batiment,infra_id,infra_type,type_infra_x,type_batiment,nb_maisons,type_infra_y,price_longueur,temps_longueur
E000018,P000241,infra_intacte,fourreau,habitation,3,fourreau,68383.79565241888,379.90997584677154
E000018,P000029,infra_intacte,aerien,habitation,3,aerien,9472.8603782587,37.8914415130348
E000018,P007381,infra_intacte,semi-aerien,habitation,3,semi-aerien,7356.655177397055,39.23549427945096
E000019,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000019,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000019,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000019,P007982,infra_intacte,fourreau,habitation,2,fourreau,44960.5037053809,249.78057614100499
E000019,P000241,infra_intacte,fourreau,habitation,2,fourreau,68383.79565241888,379.90997584677154
E000019,P000170,infra_intacte,aerien,habitation,2,aerien,10941.5959742289,43.7663838969156
E000019,P007215,infra_intacte,fourreau,habitation,2,fourreau,6761.002783395006,37.5611265744167
E000020,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000020,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000020,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000020,P007982,infra_intacte,fourreau,habitation,7,fourreau,44960.5037053809,249.78057614100499
E000020,P000241,infra_intacte,fourreau,habitation,7,fourreau,68383.79565241888,379.90997584677154
E000020,P000170,infra_intacte,aerien,habitation,7,aerien,10941.5959742289,43.7663838969156
E000020,P007145,infra_intacte,aerien,habitation,7,aerien,3877.03551821327,15.50814207285308
E000021,P007111,infra_intacte,fourreau,habitation,3,fourreau,11083.01520210237,61.5723066783465
E000021,P007111,infra_intacte,fourreau,habitation,3,fourreau,11083.01520210237,61.5723066783465
E000021,P007111,infra_intacte,fourreau,habitation,3,fourreau,11083.01520210237,61.5723066783465
E000021,P007982,infra_intacte,fourreau,habitation,3,fourreau,44960.5037053809,249.78057614100499
E000021,P000241,infra_intacte,fourreau,habitation,3,fourreau,68383.79565241888,379.90997584677154
E000021,P000170,infra_intacte,aerien,habitation,3,aerien,10941.5959742289,43.7663838969156
E000021,P007225,infra_intacte,aerien,habitation,3,aerien,5199.68893182385,20.7987557272954
E000022,P007111,infra_intacte,fourreau,habitation,6,fourreau,11083.01520210237,61.5723066783465
E000022,P007111,infra_intacte,fourreau,habitation,6,fourreau,11083.01520210237,61.5723066783465
E000022,P007111,infra_intacte,fourreau,habitation,6,fourreau,11083.01520210237,61.5723066783465
E000022,P007982,infra_intacte,fourreau,habitation,6,fourreau,44960.5037053809,249.78057614100499
E000022,P000241,infra_intacte,fourreau,habitation,6,fourreau,68383.79565241888,379.90997584677154
E000022,P000040,infra_intacte,aerien,habitation,6,aerien,7647.2453820711,30.5889815282844
E000022,P007277,infra_intacte,aerien,habitation,6,aerien,4512.735769825575,18.0509430793023
E000023,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000023,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000023,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000023,P007982,infra_intacte,fourreau,habitation,2,fourreau,44960.5037053809,249.78057614100499
E000023,P000241,infra_intacte,fourreau,habitation,2,fourreau,68383.79565241888,379.90997584677154
E000023,P000298,infra_intacte,aerien,habitation,2,aerien,8934.183094064849,35.7367323762594
E000023,P007122,infra_intacte,fourreau,habitation,2,fourreau,9524.63689493283,52.9146494162935
E000024,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000024,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000024,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000024,P007982,infra_intacte,fourreau,habitation,7,fourreau,44960.5037053809,249.78057614100499
E000024,P000241,infra_intacte,fourreau,habitation,7,fourreau,68383.79565241888,379.90997584677154
E000024,P000298,infra_intacte,aerien,habitation,7,aerien,8934.183094064849,35.7367323762594
E000024,P007368,infra_intacte,aerien,habitation,7,aerien,6179.538731028049,24.7181549241122
E000025,P007111,infra_intacte,fourreau,habitation,7,fourreau,11083.01520210237,61.5723066783465
E000025,P007982,infra_intacte,fourreau,habitation,7,fourreau,44960.5037053809,249.78057614100499
E000025,P000181,infra_intacte,aerien,habitation,7,aerien,3094.67135639563,12.37868542558252
E000025,P000394,infra_intacte,fourreau,habitation,7,fourreau,33766.47496210131,187.59152756722952
E000025,P000395,infra_intacte,fourreau,habitation,7,fourreau,55472.85165886056,308.182509215892
E000025,P000381,infra_intacte,aerien,habitation,7,aerien,27530.28068093305,110.1211227237322
E000025,P007251,infra_intacte,aerien,habitation,7,aerien,3857.8845385685454,15.43153815427418
E000026,P007111,infra_intacte,fourreau,habitation,1,fourreau,11083.01520210237,61.5723066783465
E000026,P007982,infra_intacte,fourreau,habitation,1,fourreau,44960.5037053809,249.78057614100499
E000026,P000181,infra_intacte,aerien,habitation,1,aerien,3094.67135639563,12.37868542558252
E000026,P000394,infra_intacte,fourreau,habitation,1,fourreau,33766.47496210131,187.59152756722952
E000026,P000395,infra_intacte,fourreau,habitation,1,fourreau,55472.85165886056,308.182509215892
E000026,P000381,infra_intacte,aerien,habitation,1,aerien,27530.28068093305,110.1211227237322
E000026,P007243,infra_intacte,aerien,habitation,1,aerien,5416.61242534815,21.6664497013926
E000027,P007111,infra_intacte,fourreau,habitation,5,fourreau,11083.01520210237,61.5723066783465
E000027,P007982,infra_intacte,fourreau,habitation,5,fourreau,44960.5037053809,249.78057614100499
E000027,P000181,infra_intacte,aerien,habitation,5,aerien,3094.67135639563,12.37868542558252
E000027,P000394,infra_intacte,fourreau,habitation,5,fourreau,33766.47496210131,187.59152756722952
E000027,P000395,infra_intacte,fourreau,habitation,5,fourreau,55472.85165886056,308.182509215892
E000027,P000381,infra_intacte,aerien,habitation,5,aerien,27530.28068093305,110.1211227237322
E000027,P007146,infra_intacte,aerien,habitation,5,aerien,7066.4064539598,28.2656258158392
E000028,P007111,infra_intacte,fourreau,habitation,6,fourreau,11083.01520210237,61.5723066783465
E000028,P007982,infra_intacte,fourreau,habitation,6,fourreau,44960.5037053809,249.78057614100499
E000028,P000181,infra_intacte,aerien,habitation,6,aerien,3094.67135639563,12.37868542558252
E000028,P000394,infra_intacte,fourreau,habitation,6,fourreau,33766.47496210131,187.59152756722952
E000028,P000395,infra_intacte,fourreau,habitation,6,fourreau,55472.85165886056,308.182509215892
E000028,P000381,infra_intacte,aerien,habitation,6,aerien,27530.28068093305,110.1211227237322
E000028,P007338,infra_intacte,aerien,habitation,6,aerien,8859.3652174001,35.4374608696004
E000029,P007111,infra_intacte,fourreau,habitation,5,fourreau,11083.01520210237,61.5723066783465
E000029,P007982,infra_intacte,fourreau,habitation,5,fourreau,44960.5037053809,249.78057614100499
E000029,P000181,infra_intacte,aerien,habitation,5,aerien,3094.67135639563,12.37868542558252
E000029,P000394,infra_intacte,fourreau,habitation,5,fourreau,33766.47496210131,187.59152756722952
E000029,P000395,infra_intacte,fourreau,habitation,5,fourreau,55472.85165886056,308.182509215892
E000029,P000334,infra_intacte,aerien,habitation,5,aerien,4508.36637966047,18.03346551864188
E000029,P007328,infra_intacte,aerien,habitation,5,aerien,6790.4438067345,27.161775226938
E000030,P007111,infra_intacte,fourreau,habitation,3,fourreau,11083.01520210237,61.5723066783465
E000030,P007982,infra_intacte,fourreau,habitation,3,fourreau,44960.5037053809,249.78057614100499
E000030,P000181,infra_intacte,aerien,habitation,3,aerien,3094.67135639563,12.37868542558252
E000030,P000394,infra_intacte,fourreau,habitation,3,fourreau,33766.47496210131,187.59152756722952
E000030,P000395,infra_intacte,fourreau,habitation,3,fourreau,55472.85165886056,308.182509215892
E000030,P000334,infra_intacte,aerien,habitation,3,aerien,4508.36637966047,18.03346551864188
E000030,P007244,infra_intacte,semi-aerien,habitation,3,semi-aerien,10365.1907838612,55.2810175139264
E000031,P007111,infra_intacte,fourreau,habitation,3,fourreau,11083.01520210237,61.5723066783465
E000031,P007982,infra_intacte,fourreau,habitation,3,fourreau,44960.5037053809,249.78057614100499
E000031,P000181,infra_intacte,aerien,habitation,3,aerien,3094.67135639563,12.37868542558252
E000031,P000394,infra_intacte,fourreau,habitation,3,fourreau,33766.47496210131,187.59152756722952
E000031,P000395,infra_intacte,fourreau,habitation,3,fourreau,55472.85165886056,308.182509215892
E000031,P000334,infra_intacte,aerien,habitation,3,aerien,4508.36637966047,18.03346551864188
E000031,P007133,infra_intacte,aerien,habitation,3,aerien,7623.37857465365,30.4935142986146
E000032,P007111,infra_intacte,fourreau,habitation,1,fourreau,11083.01520210237,61.5723066783465
E000032,P007982,infra_intacte,fourreau,habitation,1,fourreau,44960.5037053809,249.78057614100499
E000032,P000181,infra_intacte,aerien,habitation,1,aerien,3094.67135639563,12.37868542558252
E000032,P000394,infra_intacte,fourreau,habitation,1,fourreau,33766.47496210131,187.59152756722952
E000032,P000395,infra_intacte,fourreau,habitation,1,fourreau,55472.85165886056,308.182509215892
E000032,P000334,infra_intacte,aerien,habitation,1,aerien,4508.36637966047,18.03346551864188
E000032,P007152,infra_intacte,fourreau,habitation,1,fourreau,15633.641529268381,86.853564051491
E000033,P007111,infra_intacte,fourreau,habitation,5,fourreau,11083.01520210237,61.5723066783465
E000033,P007982,infra_intacte,fourreau,habitation,5,fourreau,44960.5037053809,249.78057614100499
E000033,P000181,infra_intacte,aerien,habitation,5,aerien,3094.67135639563,12.37868542558252
E000033,P000394,infra_intacte,fourreau,habitation,5,fourreau,33766.47496210131,187.59152756722952
E000033,P000395,infra_intacte,fourreau,habitation,5,fourreau,55472.85165886056,308.182509215892
E000033,P000334,infra_intacte,aerien,habitation,5,aerien,4508.36637966047,18.03346551864188
E000033,P007227,infra_intacte,semi-aerien,habitation,5,semi-aerien,14522.523245337226,77.4534573084652
E000034,P007111,infra_intacte,fourreau,habitation,4,fourreau,11083.01520210237,61.5723066783465
E000034,P007982,infra_intacte,fourreau,habitation,4,fourreau,44960.5037053809,249.78057614100499
E000034,P000181,infra_intacte,aerien,habitation,4,aerien,3094.67135639563,12.37868542558252
E000034,P000394,infra_intacte,fourreau,habitation,4,fourreau,33766.47496210131,187.59152756722952
E000034,P000395,infra_intacte,fourreau,habitation,4,fourreau,55472.85165886056,308.182509215892
E000034,P000052,infra_intacte,aerien,habitation,4,aerien,6428.2537991857,25.7130151967428
E000034,P007177,infra_intacte,aerien,habitation,4,aerien,1174.63644054102,4.69854576216408
E000035,P007111,infra_intacte,fourreau,habitation,1,fourreau,11083.01520210237,61.5723066783465
E000035,P007982,infra_intacte,fourreau,habitation,1,fourreau,44960.5037053809,249.78057614100499
E000035,P000181,infra_intacte,aerien,habitation,1,aerien,3094.67135639563,12.37868542558252
E000035,P000394,infra_intacte,fourreau,habitation,1,fourreau,33766.47496210131,187.59152756722952
E000035,P000395,infra_intacte,fourreau,habitation,1,fourreau,55472.85165886056,308.182509215892
E000035,P000052,infra_intacte,aerien,habitation,1,aerien,6428.2537991857,25.7130151967428
E000035,P007354,infra_intacte,aerien,habitation,1,aerien,5065.3651385432,20.2614605541728
E000036,P007111,infra_intacte,fourreau,habitation,1,fourreau,11083.01520210237,61.5723066783465
E000036,P007983,infra_intacte,aerien,habitation,1,aerien,20160.464433267647,80.6418577330706
E000036,P000160,infra_intacte,semi-aerien,habitation,1,semi-aerien,33468.9408578613,178.5010179085936
E000036,P000348,infra_intacte,aerien,habitation,1,aerien,4564.80073601778,18.25920294407112
E000036,P000020,infra_intacte,aerien,habitation,1,aerien,25656.05274742945,102.6242109897178
E000036,P000148,infra_intacte,aerien,habitation,1,aerien,17037.33772576215,68.1493509030486
E000036,P007402,infra_intacte,fourreau,habitation,1,fourreau,7776.542532163823,43.203014067576795
E000037,P007111,infra_intacte,fourreau,habitation,4,fourreau,11083.01520210237,61.5723066783465
E000037,P007983,infra_intacte,aerien,habitation,4,aerien,20160.464433267647,80.6418577330706
E000037,P000160,infra_intacte,semi-aerien,habitation,4,semi-aerien,33468.9408578613,178.5010179085936
E000037,P000348,infra_intacte,aerien,habitation,4,aerien,4564.80073601778,18.25920294407112
E000037,P000020,infra_intacte,aerien,habitation,4,aerien,25656.05274742945,102.6242109897178
E000037,P000148,infra_intacte,aerien,habitation,4,aerien,17037.33772576215,68.1493509030486
E000037,P007395,infra_intacte,aerien,habitation,4,aerien,5555.5120242558005,22.2220480970232
E000038,P007111,infra_intacte,fourreau,habitation,6,fourreau,11083.01520210237,61.5723066783465
E000038,P007983,infra_intacte,aerien,habitation,6,aerien,20160.464433267647,80.6418577330706
E000038,P000160,infra_intacte,semi-aerien,habitation,6,semi-aerien,33468.9408578613,178.5010179085936
E000038,P000348,infra_intacte,aerien,habitation,6,aerien,4564.80073601778,18.25920294407112
E000038,P000020,infra_intacte,aerien,habitation,6,aerien,25656.05274742945,102.6242109897178
E000038,P000148,infra_intacte,aerien,habitation,6,aerien,17037.33772576215,68.1493509030486
E000038,P007347,infra_intacte,aerien,habitation,6,aerien,8684.008721396349,34.7360348855854
E000039,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000039,P007983,infra_intacte,aerien,habitation,2,aerien,20160.464433267647,80.6418577330706
E000039,P000160,infra_intacte,semi-aerien,habitation,2,semi-aerien,33468.9408578613,178.5010179085936
E000039,P000348,infra_intacte,aerien,habitation,2,aerien,4564.80073601778,18.25920294407112
E000039,P000020,infra_intacte,aerien,habitation,2,aerien,25656.05274742945,102.6242109897178
E000039,P000015,infra_intacte,fourreau,habitation,2,fourreau,7161.292801754919,39.784960009749554
E000039,P007193,infra_intacte,aerien,habitation,2,aerien,4103.30490796173,16.41321963184692
E000040,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000040,P007983,infra_intacte,aerien,habitation,2,aerien,20160.464433267647,80.6418577330706
E000040,P000308,infra_intacte,fourreau,habitation,2,fourreau,35226.718709811925,195.7039928322885
E000040,P000308,infra_intacte,fourreau,habitation,2,fourreau,35226.718709811925,195.7039928322885
E000040,P000160,infra_intacte,semi-aerien,habitation,2,semi-aerien,33468.9408578613,178.5010179085936
E000040,P000187,infra_intacte,fourreau,habitation,2,fourreau,13506.08819928246,75.033823329347
E000040,P007239,infra_intacte,fourreau,habitation,2,fourreau,6293.555870436477,34.96419928020265
E000041,P007111,infra_intacte,fourreau,habitation,2,fourreau,11083.01520210237,61.5723066783465
E000041,P007983,infra_intacte,aerien,habitation,2,aerien,20160.464433267647,80.6418577330706
E000041,P000308,infra_intacte,fourreau,habitation,2,fourreau,35226.718709811925,195.7039928322885
E000041,P000308,infra_intacte,fourreau,habitation,2,fourreau,35226.718709811925,195.7039928322885
E000041,P000160,infra_intacte,semi-aerien,habitation,2,semi-aerien,33468.9408578613,178.5010179085936
E000041,P000187,infra_intacte,fourreau,habitation,2,fourreau,13506.08819928246,75.033823329347
E000041,P007226,infra_intacte,aerien,habitation,2,aerien,7469.3409000391,29.8773636001564
E000042,P007111,infra_intacte,fourreau,habitation,4,fourreau,11083.01520210237,61.5723066783465
E000042,P007983,infra_intacte,aerien,habitation,4,aerien,20160.464433267647,80.6418577330706
E000042,P000308,infra_intacte,fourreau,habitation,4,fourreau,35226.718709811925,195.7039928322885
E000042,P000308,infra_intacte,fourreau,habitation,4,fourreau,35226.718709811925,195.7039928322885
E000042,P000160,infra_intacte,semi-aerien,habitation,4,semi-aerien,33468.9408578613,178.5010179085936
E000042,P000347,infra_intacte,aerien,habitation,4,aerien,23845.43677374235,95.3817470949694
E000042,P007259,infra_intacte,aerien,habitation,4,aerien,3613.2135711483897,14.45285428459356
E000043,P007111,infra_intacte,fourreau,habitation,8,fourreau,11083.01520210237,61.5723066783465
E000043,P007983,infra_intacte,aerien,habitation,8,aerien,20160.464433267647,80.6418577330706
E000043,P000308,infra_intacte,fourreau,habitation,8,fourreau,35226.718709811925,195.7039928322885
E000043,P000308,infra_intacte,fourreau,habitation,8,fourreau,35226.718709811925,195.7039928322885
E000043,P000160,infra_intacte,semi-aerien,habitation,8,semi-aerien,33468.9408578613,178.5010179085936
E000043,P000347,infra_intacte,aerien,habitation,8,aerien,23845.43677374235,95.3817470949694
E000043,P007135,infra_intacte,aerien,habitation,8,aerien,4146.606623671705,16.58642649468682
E000044,P007111,infra_intacte,fourreau,habitation,6,fourreau,11083.01520210237,61.5723066783465
E000044,P007983,infra_intacte,aerien,habitation,6,aerien,20160.464433267647,80.6418577330706
E000044,P000308,infra_intacte,fourreau,habitation,6,fourreau,35226.718709811925,195.7039928322885
E000044,P000308,infra_intacte,fourreau,habitation,6,fourreau,35226.718709811925,195.7039928322885
E000044,P000160,infra_intacte,semi-aerien,habitation,6,semi-aerien,33468.9408578613,178.5010179085936
E000044,P000347,infra_intacte,aerien,habitation,6,aerien,23845.43677374235,95.3817470949694
E000044,P007378,infra_intacte,fourreau,habitation,6,fourreau,10375.04417616603,57.6391343120335
E000045,P007111,infra_intacte,fourreau,habitation,8,fourreau,11083.01520210237,61.5723066783465
E000045,P007982,infra_intacte,fourreau,habitation,8,fourreau,44960.5037053809,249.78057614100499
E000045,P000181,infra_intacte,aerien,habitation,8,aerien,3094.67135639563,12.37868542558252
E000045,P000394,infra_intacte,fourreau,habitation,8,fourreau,33766.47496210131,187.59152756722952
E000045,P000395,infra_intacte,fourreau,habitation,8,fourreau,55472.85165886056,308.182509215892
E000045,P000334,infra_intacte,aerien,habitation,8,aerien,4508.36637966047,18.03346551864188
E000045,P000256,infra_intacte,aerien,habitation,8,aerien,14716.8349223787,58.8673396895148
E000045,P007287,infra_intacte,semi-aerien,habitation,8,semi-aerien,4700.875890508305,25.07133808271096
E000046,P007111,infra_intacte,fourreau,habitation,1,fourreau,11083.01520210237,61.5723066783465
E000046,P007982,infra_intacte,fourreau,habitation,1,fourreau,44960.5037053809,249.78057614100499
E000046,P000181,infra_intacte,aerien,habitation,1,aerien,3094.67135639563,12.37868542558252
E000046,P000394,infra_intacte,fourreau,habitation,1,fourreau,33766.47496210131,187.59152756722952
E000046,P000395,infra_intacte,fourreau,habitation,1,fourreau,55472.85165886056,308.182509215892
E000046,P000334,infra_intacte,aerien,habitation,1,aerien,4508.36637966047,18.03346551864188
